budget,start_month,days,region,facebook,google_display,google_search,instagram,needs_intervention,time_progress_s3,remaining_days,impr_s3_ratio,impr_per_day_s3,required_impr_per_day,speed_ratio,projected_ratio,growth_1_2,growth_2_3,growth_acceleration,budget_per_day,n_channels,google_any
500,12,62,switzerland,1,0,0,1,1,0.7419354838709677,16,0.64435,1400.7608695652175,1597.8125,1.1406747109490183,0.8684717391304348,31761.0,12704.0,-19057.0,8.064516129032258,2,0
500,10,39,germany,1,0,0,0,1,0.7435897435897436,10,0.7143,2463.103448275862,1857.0,0.7539269214615708,0.9606103448275862,42183.0,15653.0,-26530.0,12.820512820512821,1,0
500,9,17,germany,1,0,1,1,1,0.7647058823529411,4,0.6673,5133.076923076923,5817.5,1.1333358309605874,0.8726230769230768,35454.0,21134.0,-14320.0,29.41176470588235,3,1
500,8,57,germany,1,0,1,1,1,0.7543859649122807,14,0.5974,1389.3023255813953,2161.4285714285716,1.5557654598498256,0.7919023255813954,11770.0,29701.0,17931.0,8.771929824561404,3,1
500,4,62,germany,1,0,1,1,1,0.7419354838709677,16,0.41094,893.3478260869565,3056.625,3.421539640823478,0.553875652173913,21051.0,7576.0,-13475.0,8.064516129032258,3,1
500,10,16,germany,1,0,1,1,1,0.75,4,0.48685,4057.0833333333335,10328.75,2.5458560131457326,0.6491333333333333,22519.0,5863.0,-16656.0,31.25,3,1
500,12,60,germany,1,0,1,1,1,0.75,15,0.67772,1506.0444444444445,1481.8666666666666,0.9839461724606031,0.9036266666666667,36627.0,13499.0,-23128.0,8.333333333333334,3,1
500,11,37,switzerland,1,0,0,0,0,0.7567567567567568,9,0.46626,1665.2142857142858,4819.333333333333,2.8941220206179668,0.6161292857142857,18014.0,14207.0,-3807.0,13.513513513513514,1,0
500,2,48,germany,1,0,1,1,0,0.75,12,0.74144,2059.5555555555557,1321.3333333333333,0.6415623651273198,0.9885866666666667,15714.0,9031.0,-6683.0,10.416666666666666,3,1
500,3,124,germany,1,0,1,1,1,0.75,31,0.67734,728.3225806451613,718.258064516129,0.986181238373638,0.90312,9812.0,19597.0,9785.0,4.032258064516129,3,1
500,9,37,switzerland,1,0,1,1,1,0.7567567567567568,9,0.50085,1788.75,4435.0,2.4793850454227813,0.6618375,8948.0,7367.0,-1581.0,13.513513513513514,3,1
500,4,14,switzerland,1,0,1,1,0,0.7142857142857143,4,0.61218,6121.8,7195.5,1.1753895912966774,0.8570519999999999,12052.0,16173.0,4121.0,35.714285714285715,3,1
500,7,32,world,1,0,1,1,0,0.75,8,0.5108,2128.3333333333335,4865.0,2.2858261550509003,0.6810666666666667,7169.0,7998.0,829.0,15.625,3,1
400,11,53,germany,1,0,1,0,1,0.7547169811320755,13,0.117575,235.15,4814.923076923077,20.47596460524379,0.15578687500000002,4249.0,1699.0,-2550.0,7.547169811320755,2,1
400,3,25,germany,1,0,1,0,1,0.76,6,0.330675,1392.3157894736842,7591.0,5.452067740228321,0.43509868421052633,8040.0,8040.0,0.0,16.0,2,1
400,1,142,germany,1,0,1,0,1,0.7464788732394366,36,0.1876125,141.5943396226415,1583.0833333333333,11.180413973837918,0.25132995283018866,8864.0,3546.0,-5318.0,2.816901408450704,2,1
400,11,17,germany,1,0,1,1,1,0.7647058823529411,4,0.4530125,2787.769230769231,8939.75,3.2067754752904167,0.5924009615384616,9909.0,4410.0,-5499.0,23.529411764705884,3,1
400,12,55,germany,1,0,1,1,1,0.7454545454545455,14,0.482475,941.4146341463414,2385.8571428571427,2.5343319046878814,0.6472225609756097,13633.0,5453.0,-8180.0,7.2727272727272725,3,1
400,11,47,switzerland,1,0,0,0,1,0.7446808510638298,12,0.4326875,989.0,3115.4166666666665,3.150067408156387,0.5810375,6811.0,15643.0,8832.0,8.51063829787234,1,0
400,10,22,germany,1,0,1,1,1,0.7272727272727273,6,0.6258125,3129.0625,3655.8333333333335,1.1683478145078066,0.8604921875,11378.0,18826.0,7448.0,18.181818181818183,3,1
400,11,27,switzerland,1,0,0,0,1,0.7407407407407407,7,0.6028875,2411.55,3395.5714285714284,1.408045210993522,0.813898125,7777.0,14624.0,6847.0,14.814814814814815,1,0
400,4,6,germany,1,0,1,1,0,0.6666666666666666,2,0.646225,12924.5,10151.0,0.7854075592866262,0.9693375,10456.0,4016.0,-6440.0,66.66666666666667,3,1
400,12,16,switzerland,1,0,0,0,1,0.75,4,0.423025,2820.1666666666665,9539.5,3.3826015010933164,0.5640333333333333,7232.0,20105.0,12873.0,25.0,1,0
400,10,46,switzerland,1,0,0,1,1,0.7391304347826086,12,0.434475,1022.2941176470588,3103.5,3.0358190920075954,0.5878191176470589,6496.0,22777.0,16281.0,8.695652173913043,2,0
400,11,49,switzerland,1,0,0,0,1,0.7551020408163265,12,0.5518125,1193.1081081081081,2321.25,1.9455487597689431,0.7307787162162162,8825.0,11224.0,2399.0,8.16326530612245,1,0
400,9,15,germany,1,0,1,0,1,0.7333333333333333,4,0.7082,5150.545454545455,3836.0,0.7447754871505224,0.9657272727272728,18062.0,18062.0,0.0,26.666666666666668,2,1
400,9,119,germany,1,0,0,0,1,0.7478991596638656,30,0.5811,522.3370786516854,850.4,1.6280674582688006,0.776976404494382,19226.0,7691.0,-11535.0,3.361344537815126,1,0
400,12,65,usa,1,1,1,0,1,0.7538461538461538,16,0.4756375,776.5510204081633,2121.8125,2.7323542745262936,0.6309477040816327,7739.0,8420.0,681.0,6.153846153846154,3,1
400,1,40,switzerland,1,0,0,1,1,0.75,10,0.120575,321.53333333333336,6235.4,19.392701637984654,0.16076666666666667,4811.0,1925.0,-2886.0,10.0,2,0
400,11,78,austria,1,0,0,1,1,0.7435897435897436,20,0.1736125,239.4655172413793,2905.55,12.133479732162144,0.23347887931034483,5595.0,2238.0,-3357.0,5.128205128205129,2,0
400,9,53,germany,1,0,1,0,1,0.7547169811320755,13,0.6626375,1325.275,1460.6923076923076,1.1021805343738527,0.8779946875,20426.0,8170.0,-12256.0,7.547169811320755,2,1
400,10,29,germany,1,0,1,1,0,0.7586206896551724,7,0.699,2541.818181818182,2297.1428571428573,0.9037400367872471,0.9214090909090908,19849.0,16301.0,-3548.0,13.793103448275861,3,1
400,11,31,germany,1,0,1,1,0,0.7419354838709677,8,0.7000625,2435.0,1999.375,0.8210985626283368,0.9435625,19026.0,8173.0,-10853.0,12.903225806451612,3,1
400,1,42,germany,1,0,1,1,1,0.7619047619047619,10,0.4960875,1240.21875,3231.3,2.6054274699523776,0.65111484375,16771.0,14581.0,-2190.0,9.523809523809524,3,1
400,10,18,germany,1,0,1,0,1,0.7777777777777778,4,0.58805,3360.285714285714,6239.0,1.856687356517303,0.7560642857142856,17154.0,20559.0,3405.0,22.22222222222222,2,1
400,5,16,germany,1,0,1,1,0,0.75,4,0.7386875,4924.583333333333,3226.25,0.655131567814536,0.9849166666666666,12735.0,6492.0,-6243.0,25.0,3,1
400,10,31,germany,1,0,1,1,0,0.7419354838709677,8,0.58225,2025.2173913043478,3177.5,1.5689673679690854,0.7847717391304349,11511.0,11630.0,119.0,12.903225806451612,3,1
400,3,128,germany,1,0,1,0,0,0.75,32,0.4711625,392.6354166666667,1072.09375,2.730506990687926,0.6282166666666666,10254.0,7771.0,-2483.0,3.125,2,1
400,8,69,switzerland,1,0,0,1,0,0.7536231884057971,17,0.594675,914.8846153846154,1436.8235294117646,1.5704969842647616,0.7890879807692308,16480.0,5017.0,-11463.0,5.797101449275362,2,0
300,6,23,germany,1,0,1,0,1,0.7391304347826086,6,0.19656666666666667,693.7647058823529,7034.333333333333,10.139364648691425,0.26594313725490193,4328.0,1731.0,-2597.0,13.043478260869565,2,1
300,11,13,germany,1,0,0,1,1,0.7692307692307693,3,0.42383333333333334,2543.0,9523.333333333334,3.744920697339101,0.5509833333333334,3307.0,6432.0,3125.0,23.076923076923077,2,0
300,10,31,switzerland,1,0,0,0,1,0.7419354838709677,8,0.3459,902.3478260869565,4155.75,4.605485689505637,0.46621304347826087,10828.0,4331.0,-6497.0,9.67741935483871,1,0
300,11,20,germany,1,0,0,1,1,0.75,5,0.5404333333333333,2161.733333333333,4314.8,1.9959908715228523,0.7205777777777778,11966.0,4786.0,-7180.0,15.0,2,0
300,3,24,switzerland,1,0,0,0,1,0.75,6,0.5043833333333333,1681.2777777777778,3956.1666666666665,2.3530714073290815,0.6725111111111112,17270.0,6909.0,-10361.0,12.5,1,0
300,6,132,germany,1,0,0,0,1,0.75,33,0.38321666666666665,232.25252525252526,939.6060606060606,4.045622580785456,0.5109555555555556,8667.0,3467.0,-5200.0,2.272727272727273,1,0
300,8,31,germany,1,0,0,1,1,0.7419354838709677,8,0.5047666666666667,1316.7826086956522,2964.25,2.2511308855576835,0.6803376811594203,12075.0,8142.0,-3933.0,9.67741935483871,2,0
300,8,45,germany,1,0,1,1,1,0.7555555555555555,11,0.4432333333333333,782.1764705882352,2491.4545454545455,3.1852844455687204,0.5866323529411764,9320.0,8113.0,-1207.0,6.666666666666667,3,1
300,3,14,germany,1,0,0,0,1,0.7142857142857143,4,0.6014666666666667,3608.8,4478.0,1.2408556861006428,0.8420533333333333,3734.0,18514.0,14780.0,21.428571428571427,1,0
300,4,27,germany,1,0,1,0,1,0.7407407407407407,7,0.4317,1295.1,4014.0,3.0993745656706047,0.582795,7478.5,7478.5,0.0,11.11111111111111,2,1
300,6,22,germany,1,0,1,0,1,0.7272727272727273,6,0.5833333333333334,2187.5,3166.6666666666665,1.4476190476190476,0.8020833333333334,15315.0,9436.0,-5879.0,13.636363636363637,2,1
300,9,23,germany,1,0,0,1,1,0.7391304347826086,6,0.5870833333333333,2072.0588235294117,3129.1666666666665,1.5101726993139342,0.7942892156862744,20042.0,8017.0,-12025.0,13.043478260869565,2,0
300,12,33,germany,1,0,0,0,1,0.7575757575757576,8,0.40665,975.96,3700.125,3.791267060125415,0.536778,3132.0,6864.0,3732.0,9.090909090909092,1,0
300,3,30,germany,1,0,0,1,1,0.7333333333333333,8,0.5483833333333333,1495.590909090909,2637.125,1.7632662675136006,0.7477954545454545,16735.0,7043.0,-9692.0,10.0,2,0
300,2,48,switzerland,1,0,0,0,1,0.75,12,0.49721666666666664,828.6944444444445,2013.9166666666667,2.430228270706935,0.6629555555555556,12553.0,5021.0,-7532.0,6.25,1,0
300,7,29,germany,1,0,1,1,1,0.7586206896551724,7,0.5851,1595.7272727272727,2699.1428571428573,1.6914813096662353,0.7712681818181819,13258.0,5303.0,-7955.0,10.344827586206897,3,1
300,11,19,germany,1,0,0,0,1,0.7368421052631579,5,0.5730666666666666,2456.0,3923.2,1.5973941368078175,0.7777333333333334,7776.0,9428.0,1652.0,15.789473684210526,1,0
300,4,23,germany,1,0,0,1,1,0.7391304347826086,6,0.6368,2247.529411764706,2632.0,1.1710636515912898,0.8615529411764706,11416.0,5090.0,-6326.0,13.043478260869565,2,0
300,1,28,switzerland,1,0,0,0,1,0.75,7,0.4783,1366.5714285714287,3614.5714285714284,2.644992682416893,0.6377333333333334,7534.0,3047.0,-4487.0,10.714285714285714,1,0
300,1,59,switzerland,1,0,0,1,1,0.7457627118644068,15,0.5891,803.3181818181819,1243.6,1.5480789905505572,0.7899295454545454,14150.0,5660.0,-8490.0,5.084745762711864,2,0
300,1,12,switzerland,1,0,0,1,1,0.75,3,0.5029,3352.6666666666665,7942.0,2.368860608470869,0.6705333333333333,5759.0,2555.0,-3204.0,25.0,2,0
300,11,27,switzerland,1,0,0,0,0,0.7407407407407407,7,0.70515,2115.45,1670.142857142857,0.7894976752666606,0.9519524999999999,8382.0,8892.0,510.0,11.11111111111111,1,0
300,10,58,austria,1,0,1,1,0,0.7586206896551724,14,0.6485833333333333,884.4318181818181,1077.5,1.2182962867788771,0.8549507575757576,12518.0,17324.0,4806.0,5.172413793103448,3,1
300,4,7,germany,1,0,0,0,0,0.7142857142857143,2,0.6114666666666667,7337.6,8656.0,1.1796772786742258,0.8560533333333333,3853.0,3005.0,-848.0,42.857142857142854,1,0
300,5,27,germany,1,0,1,1,1,0.7407407407407407,7,0.6379333333333334,1913.8,2246.285714285714,1.1737306480748846,0.86121,23340.0,9110.0,-14230.0,11.11111111111111,3,1
200,7,8,germany,1,0,0,0,1,0.75,2,0.54325,3621.6666666666665,7135.0,1.970087436723424,0.7243333333333333,8703.0,3481.0,-5222.0,25.0,1,0
200,4,21,germany,1,0,1,0,1,0.7619047619047619,5,0.347225,868.0625,4422.2,5.094333645330837,0.4557328125,5191.0,2077.0,-3114.0,9.523809523809524,2,1
200,10,29,germany,1,0,0,1,1,0.7586206896551724,7,0.28405,516.4545454545455,3519.714285714286,6.815148238489199,0.37442954545454543,6553.0,2621.0,-3932.0,6.896551724137931,2,0
200,10,56,germany,1,0,0,0,1,0.75,14,0.227825,216.97619047619048,1920.5,8.851201580160211,0.3037666666666667,4482.0,1793.0,-2689.0,3.5714285714285716,1,0
200,10,56,germany,1,0,0,0,1,0.75,14,0.2376,226.28571428571428,1892.5714285714287,8.363636363636365,0.3168,3329.0,1332.0,-1997.0,3.5714285714285716,1,0
200,6,23,germany,1,0,1,1,1,0.7391304347826086,6,0.3241,762.5882352941177,3839.3333333333335,5.034608659878638,0.4384882352941177,3123.0,3123.0,0.0,8.695652173913043,3,1
200,10,56,germany,1,0,0,0,1,0.75,14,0.276,262.85714285714283,1782.857142857143,6.782608695652175,0.368,4.0,4.0,0.0,3.5714285714285716,1,0
200,8,32,germany,1,0,0,1,1,0.75,8,0.344925,574.875,2775.375,4.8277886497064575,0.4599,7138.0,2855.0,-4283.0,6.25,2,0
200,12,15,germany,1,0,0,0,1,0.7333333333333333,4,0.4762,1731.6363636363637,4238.0,2.4473960520789584,0.6493636363636364,4749.0,4729.0,-20.0,13.333333333333334,1,0
200,1,36,germany,1,0,0,0,1,0.75,9,0.33945,502.8888888888889,2491.3333333333335,4.954043305346885,0.4526,7598.0,3039.0,-4559.0,5.555555555555555,1,0
200,11,24,germany,1,0,1,1,1,0.75,6,0.497,1104.4444444444443,2686.6666666666665,2.432595573440644,0.6626666666666666,3426.0,5842.0,2416.0,8.333333333333334,3,1
200,8,49,germany,1,0,1,1,1,0.7551020408163265,12,0.337225,364.56756756756755,1875.9166666666667,5.14559394074184,0.44659527027027024,4527.0,1811.0,-2716.0,4.081632653061225,3,1
200,10,14,germany,1,0,1,1,0,0.7142857142857143,4,0.790825,3163.3,1091.75,0.3451300856700281,1.107155,10142.0,9769.0,-373.0,14.285714285714286,3,1
200,11,28,germany,1,0,0,0,0,0.75,7,0.658375,1254.047619047619,1380.7142857142858,1.101006265426239,0.8778333333333334,4979.0,2483.0,-2496.0,7.142857142857143,1,0
200,10,30,austria,1,0,1,1,0,0.7333333333333333,8,0.549975,999.9545454545455,1750.125,1.7502045547524887,0.7499659090909091,5581.0,5171.0,-410.0,6.666666666666667,3,1
200,10,18,germany,1,0,1,0,0,0.7777777777777778,4,0.555525,1587.2142857142858,3444.75,2.1703118671526935,0.7142464285714286,2555.0,3784.0,1229.0,11.11111111111111,2,1
200,10,18,germany,1,0,1,0,1,0.7777777777777778,4,0.50605,1445.857142857143,3939.5,2.724681355597273,0.6506357142857143,3309.0,2484.0,-825.0,11.11111111111111,2,1
200,11,15,germany,1,0,1,1,1,0.7333333333333333,4,0.68685,2497.6363636363635,2131.5,0.8534068573924438,0.9366136363636364,9186.0,7711.0,-1475.0,13.333333333333334,3,1
200,12,8,germany,1,0,0,0,0,0.75,2,0.600125,4000.8333333333335,5997.5,1.4990626952718182,0.8001666666666667,6818.0,6818.0,0.0,25.0,1,0
200,3,11,germany,1,0,0,1,1,0.7272727272727273,3,0.444775,2223.875,6069.666666666667,2.729320068199277,0.611565625,5333.0,3383.0,-1950.0,18.181818181818183,2,0
200,10,59,germany,1,0,1,0,0,0.7457627118644068,15,0.78815,716.5,298.26666666666665,0.41628285647825075,1.0568375,5488.0,13672.0,8184.0,3.389830508474576,2,1
100,2,15,germany,1,0,1,0,1,0.7333333333333333,4,0.20435,371.54545454545456,3478.25,9.361573281135307,0.2786590909090909,1837.0,735.0,-1102.0,6.666666666666667,2,1
100,8,37,germany,0,0,1,0,1,0.7567567567567568,9,0.4519,322.7857142857143,995.7777777777778,3.0849499643480613,0.5971535714285714,2499.0,2258.0,-241.0,2.7027027027027026,1,1
100,2,21,switzerland,1,0,0,0,1,0.7619047619047619,5,0.4607,575.875,1757.2,3.051356631213371,0.60466875,2109.0,2059.0,-50.0,4.761904761904762,1,0
100,2,22,switzerland,1,0,0,0,1,0.7272727272727273,6,0.3833,479.125,1722.3333333333333,3.594747369336464,0.5270375,1175.0,3856.0,2681.0,4.545454545454546,1,0
100,2,44,germany,1,0,0,0,1,0.75,11,0.6027,365.27272727272725,540.5454545454545,1.4798407167745147,0.8036,2361.0,2328.0,-33.0,2.272727272727273,1,0
100,10,56,germany,1,0,0,0,1,0.75,14,0.13865,66.02380952380952,1087.642857142857,16.473494410385864,0.18486666666666665,1643.0,657.0,-986.0,1.7857142857142858,1,0
100,11,16,germany,1,0,0,0,1,0.75,4,0.0702,117.0,4149.0,35.46153846153846,0.0936,725.0,291.0,-434.0,6.25,1,0
100,9,32,austria,0,0,1,0,0,0.75,8,0.44525,371.0416666666667,1136.875,3.0640089837170126,0.5936666666666667,2208.0,4254.0,2046.0,3.125,1,1
100,10,18,germany,1,0,1,0,1,0.7777777777777778,4,0.61685,881.2142857142857,1415.75,1.6065899327227042,0.7930928571428572,5182.0,4468.0,-714.0,5.555555555555555,2,1
100,9,70,germany,1,0,0,1,0,0.7428571428571429,18,0.5028,193.3846153846154,441.3333333333333,2.2821532749933704,0.6768461538461539,5874.0,1501.0,-4373.0,1.4285714285714286,2,0
100,12,21,switzerland,1,0,0,0,1,0.7619047619047619,5,0.73085,913.5625,676.6,0.7406170896900869,0.959240625,1479.0,5006.0,3527.0,4.761904761904762,1,0
100,4,29,germany,1,0,0,0,0,0.7586206896551724,7,0.76175,692.5,395.0,0.5703971119133574,1.004125,7527.0,3160.0,-4367.0,3.4482758620689653,1,0
100,12,8,germany,1,0,0,0,0,0.75,2,0.45835,1527.8333333333333,4416.5,2.8906948838224067,0.6111333333333333,1059.0,4326.0,3267.0,12.5,1,0
